;age;sex;marital-status;native-country;race;education;hours-per-week;capital-gain;workclass
8736;46;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8737;46;Male;Divorced;United-States;White;Assoc-acdm;38;0;State-gov
8738;32;Female;Married-civ-spouse;Puerto-Rico;White;Some-college;36;0;Private
8739;43;Male;Never-married;United-States;White;HS-grad;60;0;Self-emp-not-inc
8740;30;Male;Married-civ-spouse;United-States;White;Bachelors;50;99999;Private
8741;41;Male;Married-civ-spouse;United-States;White;Bachelors;45;7688;Self-emp-inc
8742;50;Male;Married-civ-spouse;United-States;White;Masters;60;99999;Private
8743;37;Male;Married-civ-spouse;United-States;White;Masters;38;0;State-gov
8744;22;Male;Never-married;United-States;White;HS-grad;50;0;Local-gov
8745;51;Male;Married-civ-spouse;United-States;White;HS-grad;80;0;Federal-gov
8746;47;Female;Married-civ-spouse;United-States;Black;Some-college;40;0;Private
8747;40;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8748;46;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8750;30;Female;Never-married;United-States;White;Some-college;40;0;Private
8751;27;Male;Married-civ-spouse;United-States;White;HS-grad;65;0;Self-emp-not-inc
8752;31;Female;Never-married;United-States;White;Some-college;35;0;Local-gov
8753;31;Male;Married-civ-spouse;Mexico;White;1st-4th;40;0;Private
8754;30;Male;Divorced;United-States;White;HS-grad;40;0;Private
8755;50;Male;Separated;United-States;White;Bachelors;40;0;Local-gov
8756;27;Female;Never-married;United-States;White;Bachelors;50;0;Private
8758;29;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
8759;28;Male;Divorced;United-States;White;HS-grad;60;0;Private
8760;54;Female;Divorced;United-States;Black;Bachelors;45;0;Private
8761;47;Male;Married-civ-spouse;United-States;White;Assoc-voc;48;0;State-gov
8762;34;Female;Married-spouse-absent;United-States;White;HS-grad;40;0;Private
8763;26;Male;Never-married;United-States;White;Some-college;40;0;Private
8765;23;Male;Never-married;United-States;White;Some-college;60;0;State-gov
8766;42;Male;Divorced;United-States;White;Masters;40;0;Local-gov
8767;36;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Self-emp-not-inc
8768;52;Male;Married-civ-spouse;United-States;White;Bachelors;45;0;Federal-gov
8770;27;Female;Never-married;United-States;White;Masters;40;0;Local-gov
8771;42;Female;Widowed;United-States;White;HS-grad;40;0;Private
8772;39;Female;Divorced;United-States;Black;HS-grad;40;5455;Private
8773;49;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;State-gov
8774;36;Male;Married-civ-spouse;United-States;White;HS-grad;40;7688;Private
8775;20;Male;Never-married;United-States;White;Preschool;32;0;Private
8776;55;Male;Married-civ-spouse;United-States;White;HS-grad;60;0;Self-emp-inc
8777;47;Male;Married-civ-spouse;United-States;White;9th;40;0;Private
8778;33;Male;Married-civ-spouse;United-States;White;Masters;33;0;Private
8779;36;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8780;39;Female;Divorced;United-States;White;Doctorate;80;0;Private
8781;55;Male;Married-civ-spouse;United-States;White;Bachelors;48;15024;Private
8783;48;Male;Married-civ-spouse;United-States;White;Assoc-acdm;45;0;Private
8784;30;Male;Never-married;United-States;White;Assoc-voc;45;0;Private
8785;24;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
8786;57;Female;Widowed;United-States;White;HS-grad;38;0;Self-emp-not-inc
8787;20;Male;Never-married;United-States;White;Some-college;60;0;Private
8789;56;Female;Divorced;United-States;White;HS-grad;40;4101;Private
8790;36;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8791;44;Male;Married-civ-spouse;United-States;White;10th;40;0;Private
8792;57;Male;Married-civ-spouse;United-States;White;HS-grad;40;15024;Private
8793;57;Male;Married-civ-spouse;United-States;Black;HS-grad;52;0;Private
8794;33;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8796;39;Male;Married-civ-spouse;United-States;White;Bachelors;99;15024;Private
8797;28;Male;Never-married;United-States;White;HS-grad;40;0;Private
8798;31;Male;Never-married;United-States;White;Some-college;16;0;Private
8799;60;Female;Divorced;United-States;White;Assoc-acdm;40;0;Private
8800;36;Male;Never-married;United-States;White;Assoc-voc;40;0;Local-gov
8801;58;Female;Widowed;United-States;White;HS-grad;35;0;Private
8802;50;Male;Never-married;United-States;White;Some-college;38;0;Private
8803;23;Female;Never-married;United-States;White;Bachelors;12;0;Local-gov
8804;30;Male;Never-married;United-States;White;HS-grad;40;0;Private
8806;90;Male;Married-civ-spouse;United-States;White;Prof-school;72;20051;Private
8807;49;Female;Never-married;United-States;White;Bachelors;50;0;Local-gov
8808;47;Male;Married-civ-spouse;United-States;White;Bachelors;40;3137;Local-gov
8809;34;Male;Never-married;Taiwan;White;Doctorate;40;0;Private
8810;37;Female;Divorced;United-States;White;HS-grad;40;0;Federal-gov
8811;25;Female;Married-civ-spouse;United-States;Black;10th;50;0;Private
8812;37;Female;Never-married;United-States;White;Assoc-acdm;40;0;Private
8813;47;Male;Married-civ-spouse;Mexico;White;HS-grad;40;0;Private
8814;34;Male;Married-civ-spouse;United-States;White;HS-grad;60;0;Private
8815;34;Male;Never-married;United-States;White;Some-college;40;0;Private
8816;35;Male;Married-civ-spouse;United-States;White;HS-grad;50;7688;Private
8817;39;Male;Separated;United-States;White;Some-college;40;0;Private
8818;32;Male;Married-civ-spouse;United-States;White;7th-8th;19;0;State-gov
8819;24;Female;Married-civ-spouse;United-States;White;HS-grad;30;0;Private
8820;28;Male;Never-married;United-States;White;Prof-school;60;0;Private
8821;41;Male;Married-civ-spouse;United-States;White;7th-8th;40;0;Self-emp-not-inc
8823;32;Male;Married-civ-spouse;United-States;White;HS-grad;90;0;Private
8824;58;Female;Divorced;United-States;White;HS-grad;40;0;Private
8825;47;Male;Married-civ-spouse;United-States;White;HS-grad;75;0;Self-emp-not-inc
8826;41;Male;Married-civ-spouse;United-States;White;Bachelors;50;4386;Private
8827;35;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Self-emp-inc
8828;24;Male;Never-married;Canada;White;Some-college;20;0;Private
8829;46;Male;Married-civ-spouse;United-States;Black;HS-grad;60;0;Self-emp-not-inc
8830;69;Male;Married-civ-spouse;United-States;White;Bachelors;45;6418;Self-emp-inc
8831;22;Female;Never-married;United-States;White;Bachelors;40;0;Private
8832;36;Female;Never-married;United-States;White;Masters;40;0;State-gov
8833;31;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8834;23;Male;Never-married;United-States;Amer-Indian-Eskimo;Bachelors;30;0;Local-gov
8835;35;Female;Never-married;United-States;Black;Some-college;40;0;Private
8836;37;Male;Married-civ-spouse;United-States;White;Bachelors;40;5178;Local-gov
8837;35;Female;Never-married;United-States;White;Bachelors;40;0;State-gov
8838;18;Male;Never-married;United-States;White;11th;16;0;Private
8839;43;Female;Divorced;United-States;White;9th;40;0;Private
8840;53;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;State-gov
8841;54;Male;Married-civ-spouse;United-States;White;Some-college;52;0;Local-gov
8842;29;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8843;46;Female;Never-married;Cuba;White;Assoc-acdm;47;0;Private
8844;24;Male;Never-married;United-States;Asian-Pac-Islander;Some-college;30;0;Private
8845;30;Female;Separated;United-States;Asian-Pac-Islander;Some-college;40;0;Private
8846;23;Female;Never-married;United-States;White;Some-college;6;0;Private
8848;36;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8849;38;Male;Married-civ-spouse;United-States;White;Bachelors;35;0;Self-emp-not-inc
8850;33;Male;Married-civ-spouse;United-States;White;Masters;15;0;Private
8851;66;Male;Married-civ-spouse;Canada;White;Some-college;40;0;Private
8852;45;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
8854;37;Male;Married-civ-spouse;United-States;White;HS-grad;60;15024;Private
8855;17;Female;Never-married;United-States;White;10th;10;0;Private
8856;31;Male;Married-civ-spouse;United-States;Amer-Indian-Eskimo;HS-grad;40;0;Private
8857;46;Male;Never-married;United-States;White;Bachelors;55;0;Private
8858;40;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8859;34;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8860;56;Male;Divorced;United-States;White;10th;45;0;Private
8861;42;Female;Separated;United-States;Black;Some-college;41;0;Private
8862;46;Male;Married-civ-spouse;United-States;White;Masters;55;0;Private
8863;30;Male;Separated;United-States;White;HS-grad;50;0;Private
8864;33;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Self-emp-not-inc
8865;47;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8866;57;Male;Married-spouse-absent;United-States;Amer-Indian-Eskimo;Assoc-acdm;40;0;Self-emp-not-inc
8867;34;Male;Divorced;United-States;White;11th;40;0;Private
8868;40;Male;Divorced;United-States;White;HS-grad;40;0;Private
8869;33;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8870;22;Male;Never-married;United-States;White;HS-grad;40;0;Private
8872;53;Female;Married-civ-spouse;United-States;White;HS-grad;35;7688;Federal-gov
8873;36;Female;Separated;Philippines;Asian-Pac-Islander;HS-grad;40;0;Private
8874;45;Male;Divorced;United-States;Asian-Pac-Islander;HS-grad;40;10520;Private
8875;36;Female;Divorced;United-States;White;Some-college;40;0;Private
8876;18;Male;Never-married;United-States;White;HS-grad;11;0;Self-emp-not-inc
8877;27;Female;Never-married;United-States;White;HS-grad;40;0;Private
8878;30;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8879;34;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8880;36;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8881;36;Male;Never-married;United-States;White;7th-8th;75;0;Self-emp-not-inc
8882;48;Male;Married-civ-spouse;United-States;White;Masters;40;0;Private
8883;41;Male;Married-civ-spouse;United-States;White;Prof-school;60;0;Self-emp-not-inc
8884;21;Female;Never-married;Mexico;White;5th-6th;40;0;Private
8885;47;Male;Married-civ-spouse;United-States;White;Masters;38;0;State-gov
8886;41;Male;Married-civ-spouse;Mexico;White;1st-4th;40;0;Private
8887;61;Male;Married-civ-spouse;United-States;White;1st-4th;20;0;Self-emp-not-inc
8888;64;Male;Married-civ-spouse;United-States;White;7th-8th;40;0;Private
8889;35;Male;Separated;United-States;Black;Some-college;40;0;Private
8890;44;Male;Divorced;United-States;White;HS-grad;50;0;Private
8891;20;Female;Never-married;United-States;White;Some-college;20;0;Private
8892;23;Female;Divorced;United-States;White;Some-college;70;0;Local-gov
8893;52;Female;Married-civ-spouse;United-States;White;10th;35;0;Private
8894;43;Female;Never-married;United-States;White;Masters;25;0;Private
8895;32;Male;Married-civ-spouse;United-States;Asian-Pac-Islander;Bachelors;40;0;Private
8896;63;Male;Married-civ-spouse;South;Asian-Pac-Islander;Bachelors;40;0;Private
8897;29;Female;Never-married;United-States;White;Some-college;41;0;Private
8898;42;Male;Married-civ-spouse;Taiwan;Asian-Pac-Islander;Some-college;60;0;Self-emp-inc
8899;65;Female;Divorced;United-States;White;10th;28;0;Private
8900;24;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8901;42;Female;Never-married;United-States;White;Some-college;40;0;Private
8902;35;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
8904;38;Female;Divorced;United-States;White;Some-college;40;0;Federal-gov
8905;26;Female;Divorced;United-States;White;HS-grad;50;0;Private
8906;46;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Self-emp-not-inc
8907;39;Female;Never-married;United-States;White;Some-college;20;0;Private
8909;42;Male;Never-married;United-States;White;Doctorate;36;0;Private
8910;36;Male;Married-civ-spouse;United-States;White;Bachelors;45;0;Private
8911;26;Male;Divorced;United-States;White;Some-college;45;0;Private
8912;57;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8913;55;Male;Never-married;United-States;Black;HS-grad;40;0;Private
8914;35;Male;Married-civ-spouse;United-States;White;Some-college;55;0;Private
8916;24;Female;Never-married;United-States;White;Some-college;30;0;Private
8917;47;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8918;34;Male;Married-civ-spouse;United-States;White;Some-college;60;0;Self-emp-inc
8919;44;Male;Married-civ-spouse;United-States;Black;Bachelors;35;0;Private
8921;27;Male;Never-married;United-States;White;Bachelors;35;0;Private
8922;36;Female;Never-married;United-States;White;Bachelors;50;0;Private
8923;21;Male;Never-married;United-States;White;Bachelors;30;0;Private
8924;29;Male;Married-civ-spouse;United-States;Other;HS-grad;55;0;Private
8925;25;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8926;73;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
8927;45;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
8928;28;Female;Married-civ-spouse;United-States;White;Bachelors;50;0;Private
8929;43;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Private
8930;47;Male;Divorced;United-States;White;HS-grad;42;0;Private
8931;20;Female;Never-married;United-States;White;Some-college;15;0;Private
8932;22;Male;Never-married;United-States;White;Some-college;20;0;Private
8933;76;Male;Married-civ-spouse;United-States;White;7th-8th;10;0;Self-emp-not-inc
8934;24;Male;Never-married;United-States;Black;Some-college;40;0;Private
8935;54;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Self-emp-not-inc
8936;30;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8937;33;Male;Married-civ-spouse;United-States;White;Some-college;58;0;Private
8938;30;Male;Divorced;United-States;White;Some-college;50;0;Private
8939;40;Male;Married-civ-spouse;United-States;White;Assoc-acdm;50;0;Private
8941;49;Female;Divorced;United-States;White;Assoc-voc;40;0;Private
8942;30;Male;Never-married;United-States;White;HS-grad;40;0;Private
8943;22;Female;Never-married;United-States;Other;HS-grad;40;0;Private
8944;19;Male;Married-civ-spouse;United-States;White;HS-grad;58;0;Private
8945;46;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8946;51;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
8947;56;Female;Widowed;Dominican-Republic;Other;7th-8th;40;0;Private
8948;53;Female;Widowed;United-States;White;Some-college;40;0;Private
8950;27;Female;Never-married;United-States;White;Bachelors;40;0;Private
8951;46;Female;Never-married;United-States;White;Some-college;45;0;Private
8952;37;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8953;41;Male;Married-civ-spouse;Vietnam;Asian-Pac-Islander;Bachelors;30;0;Private
8955;30;Female;Married-civ-spouse;United-States;White;Some-college;55;0;Self-emp-not-inc
8956;57;Male;Married-civ-spouse;United-States;White;HS-grad;72;0;Self-emp-not-inc
8957;44;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Self-emp-inc
8958;32;Male;Married-civ-spouse;United-States;White;HS-grad;40;4064;Self-emp-not-inc
8959;27;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
8960;57;Female;Widowed;Mexico;White;Some-college;40;0;Local-gov
8961;59;Male;Married-civ-spouse;United-States;White;Bachelors;30;0;Self-emp-not-inc
8962;32;Female;Married-civ-spouse;United-States;Asian-Pac-Islander;Prof-school;50;15024;Private
8964;22;Female;Never-married;United-States;White;Bachelors;30;0;Private
8965;39;Female;Never-married;United-States;White;HS-grad;40;0;Private
8966;43;Male;Married-civ-spouse;United-States;White;Assoc-voc;48;3103;Private
8967;38;Male;Married-civ-spouse;United-States;Black;Bachelors;50;0;Local-gov
8968;61;Male;Divorced;United-States;White;9th;25;0;Private
8969;24;Male;Never-married;United-States;White;Some-college;43;0;Private
8970;25;Male;Never-married;United-States;White;Some-college;45;0;Private
8971;44;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
8972;55;Female;Divorced;United-States;White;HS-grad;40;0;Local-gov
8973;90;Male;Married-civ-spouse;United-States;White;Bachelors;15;9386;Private
8974;30;Female;Divorced;United-States;White;HS-grad;35;0;Private
8975;44;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8976;36;Male;Divorced;United-States;Black;10th;40;0;Private
8977;63;Male;Married-civ-spouse;United-States;White;Some-college;45;0;Self-emp-inc
8978;60;Male;Married-civ-spouse;United-States;White;5th-6th;40;0;Private
